,product,words,words_tagging,syllables,syllables_tagging
삼양냉동 불닭왕교자3152와 달구벌 즉석돼지막창,"['삼양냉동', ' ', '불닭왕교자3152', '와', ' ', '달구벌', ' ', '즉석돼지막창']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['삼', '양', '냉', '동', ' ', '불', '닭', '왕', '교', '자', '3', '1', '5', '2', '와', ' ', '달', '구', '벌', ' ', '즉', '석', '돼', '지', '막', '창']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
리틀팝 카페라떼랑 치즈케익,"['리틀팝', ' ', '카페라떼', '랑', ' ', '치즈케익']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B']","['리', '틀', '팝', ' ', '카', '페', '라', '떼', '랑', ' ', '치', '즈', '케', '익']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
나토리 치타라와 용대리황태해장국,"['나토리', ' ', '치타라', '와', ' ', '용대리황태해장국']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B']","['나', '토', '리', ' ', '치', '타', '라', '와', ' ', '용', '대', '리', '황', '태', '해', '장', '국']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
사탕 1020G랑 삼립 뉴욕치즈무스,"['사탕', ' ', '1020G', '랑', ' ', '삼립', ' ', '뉴욕치즈무스']","['PRDG_B', '-', 'PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['사', '탕', ' ', '1', '0', '2', '0', 'G', '랑', ' ', '삼', '립', ' ', '뉴', '욕', '치', '즈', '무', '스']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
어메이징 훈제치킨이랑 모짜렐라 슬라이스 치즈,"['어메이징', ' ', '훈제치킨', '이랑', ' ', '모짜렐라', ' ', '슬라이스', ' ', '치즈']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['어', '메', '이', '징', ' ', '훈', '제', '치', '킨', '이', '랑', ' ', '모', '짜', '렐', '라', ' ', '슬', '라', '이', '스', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
남양 맛있는우유랑 해태 찹쌀 왕만두피,"['남양', ' ', '맛있는우유', '랑', ' ', '해태', ' ', '찹쌀', ' ', '왕만두피']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['남', '양', ' ', '맛', '있', '는', '우', '유', '랑', ' ', '해', '태', ' ', '찹', '쌀', ' ', '왕', '만', '두', '피']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
치토스 매콤달콤한맛 하남쭈꾸미 하남갑오징어,"['치토스', ' ', '매콤달콤한맛', ' ', '하남쭈꾸미', ' ', '하남갑오징어']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['치', '토', '스', ' ', '매', '콤', '달', '콤', '한', '맛', ' ', '하', '남', '쭈', '꾸', '미', ' ', '하', '남', '갑', '오', '징', '어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
사탕 140G와 오리온 포카칩 어니언,"['사탕', ' ', '140G', '와', ' ', '오리온', ' ', '포카칩', ' ', '어니언']","['PRDG_B', '-', 'PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['사', '탕', ' ', '1', '4', '0', 'G', '와', ' ', '오', '리', '온', ' ', '포', '카', '칩', ' ', '어', '니', '언']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 갈릭 닭 가슴살 짱구,"['피코크', ' ', '갈릭', ' ', '닭', ' ', '가슴살', ' ', '짱구']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B']","['피', '코', '크', ' ', '갈', '릭', ' ', '닭', ' ', '가', '슴', '살', ' ', '짱', '구']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I']"
치오프레즐오리지날과 사과,"['치오프레즐오리지날', '과', ' ', '사과']","['PRD_B', '-', '-', 'PRD_B']","['치', '오', '프', '레', '즐', '오', '리', '지', '날', '과', ' ', '사', '과']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I']"
본래야채순대와 302G 과자,"['본래야채순대', '와', ' ', '302G', ' ', '과자']","['PRD_B', '-', '-', 'PRD_B', '-', 'PRDG_B']","['본', '래', '야', '채', '순', '대', '와', ' ', '3', '0', '2', 'G', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
씨제이 맥스칩 어니언믹스와 롯데 베이컨,"['씨제이', ' ', '맥스칩', ' ', '어니언믹스', '와', ' ', '롯데', ' ', '베이컨']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '맥', '스', '칩', ' ', '어', '니', '언', '믹', '스', '와', ' ', '롯', '데', ' ', '베', '이', '컨']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
생크림카스테라 초코랑 유산균,"['생크림카스테라', ' ', '초코', '랑', ' ', '유산균']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B']","['생', '크', '림', '카', '스', '테', '라', ' ', '초', '코', '랑', ' ', '유', '산', '균']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']"
춘천신선한입닭갈비 초코렛 아몬드 콘,"['춘천신선한입닭갈비', ' ', '초코렛', ' ', '아몬드', ' ', '콘']","['PRD_B', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['춘', '천', '신', '선', '한', '입', '닭', '갈', '비', ' ', '초', '코', '렛', ' ', '아', '몬', '드', ' ', '콘']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
굽네 블랙올리브 수비드 닭가슴살 사탕 140G,"['굽네', ' ', '블랙올리브', ' ', '수비드', ' ', '닭가슴살', ' ', '사탕', ' ', '140G']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_B']","['굽', '네', ' ', '블', '랙', '올', '리', '브', ' ', '수', '비', '드', ' ', '닭', '가', '슴', '살', ' ', '사', '탕', ' ', '1', '4', '0', 'G']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
속초아바이마을전통젓갈 명태회무침과 마음심은 국내산 배윤자 총각김치,"['속초아바이마을전통젓갈', ' ', '명태회무침', '과', ' ', '마음심은', ' ', '국내산', ' ', '배윤자', ' ', '총각김치']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['속', '초', '아', '바', '이', '마', '을', '전', '통', '젓', '갈', ' ', '명', '태', '회', '무', '침', '과', ' ', '마', '음', '심', '은', ' ', '국', '내', '산', ' ', '배', '윤', '자', ' ', '총', '각', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
나가사키 카스텔라 그린티 개성 왕새우만두,"['나가사키', ' ', '카스텔라', ' ', '그린티', ' ', '개성', ' ', '왕새우만두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['나', '가', '사', '키', ' ', '카', '스', '텔', '라', ' ', '그', '린', '티', ' ', '개', '성', ' ', '왕', '새', '우', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
두레찬 젓갈 야채제육,"['두레찬', ' ', '젓갈', ' ', '야채제육']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B']","['두', '레', '찬', ' ', '젓', '갈', ' ', '야', '채', '제', '육']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
아이스크림 402ML랑 동원냉장냉동 토핑초밥유부바베큐참치,"['아이스크림', ' ', '402ML', '랑', ' ', '동원냉장냉동', ' ', '토핑초밥유부바베큐참치']","['PRDG_B', '-', 'PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['아', '이', '스', '크', '림', ' ', '4', '0', '2', 'M', 'L', '랑', ' ', '동', '원', '냉', '장', '냉', '동', ' ', '토', '핑', '초', '밥', '유', '부', '바', '베', '큐', '참', '치']","['PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
훈제 오리 순살 슬라이스랑 냉장 통그릴 윈너,"['훈제', ' ', '오리', ' ', '순살', ' ', '슬라이스', '랑', ' ', '냉장', ' ', '통그릴', ' ', '윈너']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['훈', '제', ' ', '오', '리', ' ', '순', '살', ' ', '슬', '라', '이', '스', '랑', ' ', '냉', '장', ' ', '통', '그', '릴', ' ', '윈', '너']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
블루베리와 하남쭈꾸미 하남갑오징어,"['블루베리', '와', ' ', '하남쭈꾸미', ' ', '하남갑오징어']","['PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['블', '루', '베', '리', '와', ' ', '하', '남', '쭈', '꾸', '미', ' ', '하', '남', '갑', '오', '징', '어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
히로타 바닐라크림슈와 인포켓 오리지널 치즈,"['히로타', ' ', '바닐라크림슈', '와', ' ', '인포켓', ' ', '오리지널', ' ', '치즈']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['히', '로', '타', ' ', '바', '닐', '라', '크', '림', '슈', '와', ' ', '인', '포', '켓', ' ', '오', '리', '지', '널', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
꾸이대통 과자와 피코크 퐁당쇼콜라피스타치오,"['꾸이대통', ' ', '과자', '와', ' ', '피코크', ' ', '퐁당쇼콜라피스타치오']","['PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['꾸', '이', '대', '통', ' ', '과', '자', '와', ' ', '피', '코', '크', ' ', '퐁', '당', '쇼', '콜', '라', '피', '스', '타', '치', '오']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
하늘농산 하늘내린 비건 김치랑 600G 사탕,"['하늘농산', ' ', '하늘내린', ' ', '비건', ' ', '김치', '랑', ' ', '600G', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', 'PRD_B', '-', 'PRDG_B']","['하', '늘', '농', '산', ' ', '하', '늘', '내', '린', ' ', '비', '건', ' ', '김', '치', '랑', ' ', '6', '0', '0', 'G', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
씨제이 맥스봉 할라피뇨 과자 40G짜리,"['씨제이', ' ', '맥스봉', ' ', '할라피뇨', ' ', '과자', ' ', '40G짜리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_B']","['씨', '제', '이', ' ', '맥', '스', '봉', ' ', '할', '라', '피', '뇨', ' ', '과', '자', ' ', '4', '0', 'G', '짜', '리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
양념강정과 씨제이 고메 크림치즈호떡만두,"['양념강정', '과', ' ', '씨제이', ' ', '고메', ' ', '크림치즈호떡만두']","['PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['양', '념', '강', '정', '과', ' ', '씨', '제', '이', ' ', '고', '메', ' ', '크', '림', '치', '즈', '호', '떡', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
덴마크 인증목장우유 서울식품 밤데니쉬,"['덴마크', ' ', '인증목장우유', ' ', '서울식품', ' ', '밤데니쉬']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['덴', '마', '크', ' ', '인', '증', '목', '장', '우', '유', ' ', '서', '울', '식', '품', ' ', '밤', '데', '니', '쉬']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
크런치넛 에너지바 정통 커리 징가 마살라,"['크런치넛', ' ', '에너지바', ' ', '정통', ' ', '커리', ' ', '징가', ' ', '마살라']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['크', '런', '치', '넛', ' ', '에', '너', '지', '바', ' ', '정', '통', ' ', '커', '리', ' ', '징', '가', ' ', '마', '살', '라']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
종가집 동치미랑 용대리황태해장국,"['종가집', ' ', '동치미', '랑', ' ', '용대리황태해장국']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B']","['종', '가', '집', ' ', '동', '치', '미', '랑', ' ', '용', '대', '리', '황', '태', '해', '장', '국']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 더건강한 그릴비엔나와 포스트 골든그래놀라레드빈그린티,"['씨제이', ' ', '더건강한', ' ', '그릴비엔나', '와', ' ', '포스트', ' ', '골든그래놀라레드빈그린티']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '더', '건', '강', '한', ' ', '그', '릴', '비', '엔', '나', '와', ' ', '포', '스', '트', ' ', '골', '든', '그', '래', '놀', '라', '레', '드', '빈', '그', '린', '티']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
프랑스 프리미엄 미니 초콜릿 트위스트 냉동생지 오리온 과자,"['프랑스', ' ', '프리미엄', ' ', '미니', ' ', '초콜릿', ' ', '트위스트', ' ', '냉동생지', ' ', '오리온', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', '-', 'PRDG_B']","['프', '랑', '스', ' ', '프', '리', '미', '엄', ' ', '미', '니', ' ', '초', '콜', '릿', ' ', '트', '위', '스', '트', ' ', '냉', '동', '생', '지', ' ', '오', '리', '온', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
하겐다즈 바닐라 캐러멜 아몬드 멀티바 아이스크림 프리미엄 쉐이크,"['하겐다즈', ' ', '바닐라', ' ', '캐러멜', ' ', '아몬드', ' ', '멀티바', ' ', '아이스크림', ' ', '프리미엄', ' ', '쉐이크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['하', '겐', '다', '즈', ' ', '바', '닐', '라', ' ', '캐', '러', '멜', ' ', '아', '몬', '드', ' ', '멀', '티', '바', ' ', '아', '이', '스', '크', '림', ' ', '프', '리', '미', '엄', ' ', '쉐', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
풀무원 모짜렐라브리또비프할라피뇨와 트롤리 월리 사탕,"['풀무원', ' ', '모짜렐라브리또비프할라피뇨', '와', ' ', '트롤리', ' ', '월리', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['풀', '무', '원', ' ', '모', '짜', '렐', '라', '브', '리', '또', '비', '프', '할', '라', '피', '뇨', '와', ' ', '트', '롤', '리', ' ', '월', '리', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
과자 85G와 레드베리 에너지바,"['과자', ' ', '85G', '와', ' ', '레드베리', ' ', '에너지바']","['PRDG_B', '-', 'PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['과', '자', ' ', '8', '5', 'G', '와', ' ', '레', '드', '베', '리', ' ', '에', '너', '지', '바']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
참다올 백김치 프랑스 초콜릿 파운드 케이크 냉동빵,"['참다올', ' ', '백김치', ' ', '프랑스', ' ', '초콜릿', ' ', '파운드', ' ', '케이크', ' ', '냉동빵']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['참', '다', '올', ' ', '백', '김', '치', ' ', '프', '랑', '스', ' ', '초', '콜', '릿', ' ', '파', '운', '드', ' ', '케', '이', '크', ' ', '냉', '동', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
사탕 31G랑 리얼킹 비프,"['사탕', ' ', '31G', '랑', ' ', '리얼킹', ' ', '비프']","['PRDG_B', '-', 'PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['사', '탕', ' ', '3', '1', 'G', '랑', ' ', '리', '얼', '킹', ' ', '비', '프']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
바밤바 아이스크림과 저염 훈제 닭가슴살,"['바밤바', ' ', '아이스크림', '과', ' ', '저염', ' ', '훈제', ' ', '닭가슴살']","['PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['바', '밤', '바', ' ', '아', '이', '스', '크', '림', '과', ' ', '저', '염', ' ', '훈', '제', ' ', '닭', '가', '슴', '살']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
